ResponseId,Age,EdLevel,Country
32820,25-34 years old,Bachelor’s Degree,USA
32821,45-54 years old,Uncompleted Studies,Spain
32822,18-24 years old,Uncompleted Studies,India
32823,35-44 years old,Uncompleted Studies,Russian Federation
32824,Under 18 years old,Primary School,Germany
32825,18-24 years old,Associate Degree,USA
32826,18-24 years old,Bachelor’s Degree,Kenya
32827,25-34 years old,Bachelor’s Degree,Serbia
32828,18-24 years old,Uncompleted Studies,Ukraine
32829,18-24 years old,Master’s Degree,France
32830,45-54 years old,Master’s Degree,Belgium
32831,25-34 years old,Master’s Degree,Poland
32832,25-34 years old,Bachelor’s Degree,Spain
32833,25-34 years old,Bachelor’s Degree,Ethiopia
32834,25-34 years old,Master’s Degree,France
32835,35-44 years old,Bachelor’s Degree,South Africa
32836,65 years or older,Master’s Degree,Norway
32837,18-24 years old,Bachelor’s Degree,China
32839,35-44 years old,Uncompleted Studies,Ireland
32840,25-34 years old,Bachelor’s Degree,USA
32841,35-44 years old,Master’s Degree,USA
32842,35-44 years old,Bachelor’s Degree,Pakistan
32843,25-34 years old,Bachelor’s Degree,Sweden
32844,25-34 years old,Master’s Degree,France
32845,25-34 years old,Bachelor’s Degree,India
32846,35-44 years old,Bachelor’s Degree,United Kingdom
32847,Under 18 years old,Secondary School,India
32848,18-24 years old,Bachelor’s Degree,India
32849,25-34 years old,Master’s Degree,Iran
32850,25-34 years old,Uncompleted Studies,Canada
32851,35-44 years old,Bachelor’s Degree,USA
32852,25-34 years old,Other,United Kingdom
32853,18-24 years old,Bachelor’s Degree,USA
32854,18-24 years old,Bachelor’s Degree,Italy
32855,25-34 years old,Professional Degree,Germany
32856,25-34 years old,Bachelor’s Degree,Canada
32857,25-34 years old,Master’s Degree,France
32858,25-34 years old,Bachelor’s Degree,USA
32859,Under 18 years old,Secondary School,Russian Federation
32860,35-44 years old,Master’s Degree,Ukraine
32861,35-44 years old,Uncompleted Studies,Netherlands
32862,25-34 years old,Bachelor’s Degree,Lithuania
32863,18-24 years old,Bachelor’s Degree,France
32864,18-24 years old,Bachelor’s Degree,Nigeria
32865,18-24 years old,Bachelor’s Degree,Spain
32866,25-34 years old,Uncompleted Studies,Slovenia
32867,18-24 years old,Secondary School,Ukraine
32868,18-24 years old,Bachelor’s Degree,United Kingdom
32869,25-34 years old,Master’s Degree,Austria
32870,18-24 years old,Secondary School,Poland
32871,35-44 years old,Master’s Degree,Austria
32872,25-34 years old,Uncompleted Studies,Brazil
32873,18-24 years old,Secondary School,Latvia
32874,18-24 years old,Bachelor’s Degree,Canada
32875,35-44 years old,Uncompleted Studies,Belgium
32876,18-24 years old,Secondary School,Serbia
32877,25-34 years old,Master’s Degree,Italy
32878,25-34 years old,Bachelor’s Degree,Ireland
32879,18-24 years old,Uncompleted Studies,United Kingdom
32880,25-34 years old,Associate Degree,Spain
32881,18-24 years old,Uncompleted Studies,South Africa
32882,45-54 years old,Master’s Degree,Greece
32883,25-34 years old,Master’s Degree,Canada
32884,25-34 years old,Bachelor’s Degree,Germany
32885,18-24 years old,Bachelor’s Degree,France
32886,Under 18 years old,Secondary School,China
32887,18-24 years old,Bachelor’s Degree,Greece
32888,55-64 years old,Secondary School,Croatia
32889,18-24 years old,Bachelor’s Degree,India
32890,45-54 years old,Secondary School,Sweden
32891,25-34 years old,Uncompleted Studies,Germany
32892,25-34 years old,Master’s Degree,Ukraine
32893,55-64 years old,Bachelor’s Degree,Australia
32894,25-34 years old,Bachelor’s Degree,Canada
32895,35-44 years old,Associate Degree,Uruguay
32896,25-34 years old,Master’s Degree,USA
32897,18-24 years old,Bachelor’s Degree,Germany
32899,35-44 years old,Bachelor’s Degree,France
32900,18-24 years old,Associate Degree,Netherlands
32901,18-24 years old,Bachelor’s Degree,Hungary
32902,25-34 years old,Master’s Degree,Romania
32903,25-34 years old,Master’s Degree,Poland
32904,18-24 years old,Bachelor’s Degree,Sweden
32905,25-34 years old,Uncompleted Studies,Slovenia
32906,35-44 years old,Secondary School,Czech Republic
32907,55-64 years old,Bachelor’s Degree,Netherlands
32908,65 years or older,Associate Degree,Hungary
32909,35-44 years old,Bachelor’s Degree,Brazil
32910,55-64 years old,Master’s Degree,United Kingdom
32911,25-34 years old,Bachelor’s Degree,USA
32912,25-34 years old,Bachelor’s Degree,Germany
32913,25-34 years old,Bachelor’s Degree,Netherlands
32914,45-54 years old,Professional Degree,USA
32915,35-44 years old,Master’s Degree,Germany
32916,45-54 years old,Uncompleted Studies,Iceland
32917,18-24 years old,Bachelor’s Degree,USA
32918,35-44 years old,Master’s Degree,Austria
32919,35-44 years old,Bachelor’s Degree,USA
32921,Under 18 years old,Primary School,Viet Nam
32922,55-64 years old,Professional Degree,United Kingdom
32923,Under 18 years old,Other,Indonesia
32924,18-24 years old,Uncompleted Studies,Canada
32925,35-44 years old,Master’s Degree,Luxembourg
32926,35-44 years old,Bachelor’s Degree,South Africa
32927,25-34 years old,Bachelor’s Degree,Brazil
32928,18-24 years old,Secondary School,Austria
32929,25-34 years old,Bachelor’s Degree,Netherlands
32930,25-34 years old,Master’s Degree,Netherlands
32931,25-34 years old,Bachelor’s Degree,Germany
32932,35-44 years old,Professional Degree,Spain
32933,35-44 years old,Master’s Degree,Estonia
32934,25-34 years old,Uncompleted Studies,United Kingdom
32935,25-34 years old,Bachelor’s Degree,Hong Kong (S.A.R.)
32936,25-34 years old,Professional Degree,Belgium
32937,45-54 years old,Uncompleted Studies,Cape Verde
32939,35-44 years old,Bachelor’s Degree,Spain
32940,55-64 years old,Bachelor’s Degree,USA
32941,45-54 years old,Bachelor’s Degree,Dominican Republic
32942,18-24 years old,Secondary School,Finland
32943,Under 18 years old,Primary School,USA
32944,25-34 years old,Other,Austria
32945,25-34 years old,Bachelor’s Degree,Germany
32946,25-34 years old,Bachelor’s Degree,Nepal
32947,55-64 years old,Secondary School,Italy
32948,25-34 years old,Master’s Degree,Germany
32949,18-24 years old,Uncompleted Studies,Germany
32950,25-34 years old,Bachelor’s Degree,India
32951,18-24 years old,Uncompleted Studies,Germany
32952,35-44 years old,Uncompleted Studies,Italy
32953,45-54 years old,Bachelor’s Degree,United Kingdom
32954,45-54 years old,Uncompleted Studies,Italy
32955,25-34 years old,Bachelor’s Degree,Switzerland
32956,35-44 years old,Bachelor’s Degree,USA
32957,18-24 years old,Uncompleted Studies,Latvia
32958,35-44 years old,Bachelor’s Degree,Spain
32959,18-24 years old,Bachelor’s Degree,Belgium
32960,45-54 years old,Uncompleted Studies,Sweden
32961,25-34 years old,Bachelor’s Degree,USA
32962,55-64 years old,Other,United Kingdom
32963,45-54 years old,Master’s Degree,France
32964,25-34 years old,Bachelor’s Degree,India
32965,35-44 years old,Bachelor’s Degree,USA
32966,25-34 years old,Uncompleted Studies,Turkey
32967,Under 18 years old,Secondary School,USA
32968,55-64 years old,Master’s Degree,Brazil
32969,Under 18 years old,Secondary School,Germany
32970,45-54 years old,Master’s Degree,Indonesia
32971,18-24 years old,Bachelor’s Degree,Turkey
32972,18-24 years old,Uncompleted Studies,Ukraine
32973,25-34 years old,Master’s Degree,France
32974,25-34 years old,Uncompleted Studies,Austria
32975,25-34 years old,Bachelor’s Degree,Netherlands
32976,25-34 years old,Bachelor’s Degree,Iran
32977,35-44 years old,Master’s Degree,Greece
32978,25-34 years old,Bachelor’s Degree,Canada
32979,18-24 years old,Bachelor’s Degree,Belgium
32980,25-34 years old,Master’s Degree,Romania
32981,18-24 years old,Associate Degree,Pakistan
32982,25-34 years old,Bachelor’s Degree,Italy
32983,45-54 years old,Bachelor’s Degree,United Kingdom
32984,18-24 years old,Bachelor’s Degree,USA
32985,Under 18 years old,Other,Hungary
32986,18-24 years old,Secondary School,Poland
32987,55-64 years old,Master’s Degree,Australia
32988,35-44 years old,Master’s Degree,USA
32989,25-34 years old,Secondary School,USA
32990,18-24 years old,Bachelor’s Degree,Ukraine
32991,Under 18 years old,Secondary School,Singapore
32992,55-64 years old,Master’s Degree,USA
32993,25-34 years old,Bachelor’s Degree,Switzerland
32994,Under 18 years old,Secondary School,Germany
32995,25-34 years old,Bachelor’s Degree,Bulgaria
32996,55-64 years old,Master’s Degree,Denmark
32997,18-24 years old,Bachelor’s Degree,Mexico
32998,25-34 years old,Uncompleted Studies,USA
32999,25-34 years old,Professional Degree,Slovenia
33002,55-64 years old,Bachelor’s Degree,USA
33003,55-64 years old,Master’s Degree,Germany
33004,45-54 years old,Master’s Degree,Russian Federation
33005,18-24 years old,Bachelor’s Degree,United Kingdom
33006,25-34 years old,Master’s Degree,USA
33007,18-24 years old,Master’s Degree,France
33008,25-34 years old,Bachelor’s Degree,Hungary
33009,45-54 years old,Bachelor’s Degree,USA
33010,25-34 years old,Uncompleted Studies,United Kingdom
33011,35-44 years old,Bachelor’s Degree,Germany
33012,25-34 years old,Uncompleted Studies,Ukraine
33013,25-34 years old,Master’s Degree,Slovenia
33014,18-24 years old,Secondary School,USA
33015,25-34 years old,Bachelor’s Degree,USA
33016,18-24 years old,Bachelor’s Degree,Albania
33017,18-24 years old,Bachelor’s Degree,Brazil
33018,25-34 years old,Bachelor’s Degree,Turkey
33019,25-34 years old,Bachelor’s Degree,South Africa
33020,25-34 years old,Master’s Degree,USA
33021,18-24 years old,Master’s Degree,France
33022,18-24 years old,Bachelor’s Degree,Germany
33023,18-24 years old,Bachelor’s Degree,USA
33024,18-24 years old,Bachelor’s Degree,Italy
33025,25-34 years old,Bachelor’s Degree,Netherlands
33026,25-34 years old,Master’s Degree,Germany
33027,25-34 years old,Master’s Degree,Ukraine
33028,Prefer not to say,Bachelor’s Degree,Canada
33029,18-24 years old,Uncompleted Studies,USA
33030,18-24 years old,Bachelor’s Degree,United Kingdom
33031,25-34 years old,Master’s Degree,USA
33032,25-34 years old,Master’s Degree,France
33033,25-34 years old,Master’s Degree,Iran
33034,35-44 years old,Master’s Degree,Brazil
33035,25-34 years old,Bachelor’s Degree,USA
33037,25-34 years old,Bachelor’s Degree,USA
33038,45-54 years old,Bachelor’s Degree,India
33039,25-34 years old,Bachelor’s Degree,Ecuador
33040,25-34 years old,Bachelor’s Degree,Netherlands
33041,55-64 years old,Associate Degree,USA
33042,18-24 years old,Bachelor’s Degree,France
33043,25-34 years old,Bachelor’s Degree,Canada
33044,25-34 years old,Bachelor’s Degree,USA
33045,25-34 years old,Bachelor’s Degree,Malaysia
33046,35-44 years old,Bachelor’s Degree,Botswana
33047,25-34 years old,Uncompleted Studies,Germany
33048,25-34 years old,Bachelor’s Degree,USA
33049,55-64 years old,Bachelor’s Degree,Germany
33050,18-24 years old,Associate Degree,Taiwan
33051,25-34 years old,Bachelor’s Degree,Switzerland
33052,18-24 years old,Bachelor’s Degree,United Kingdom
33053,45-54 years old,Master’s Degree,Germany
33054,25-34 years old,Bachelor’s Degree,USA
33055,25-34 years old,Master’s Degree,Sweden
33056,55-64 years old,Uncompleted Studies,USA
33057,35-44 years old,Bachelor’s Degree,USA
33058,35-44 years old,Master’s Degree,USA
33059,25-34 years old,Bachelor’s Degree,USA
33060,25-34 years old,Bachelor’s Degree,United Kingdom
33061,35-44 years old,Bachelor’s Degree,USA
33062,25-34 years old,Uncompleted Studies,Poland
33063,25-34 years old,Bachelor’s Degree,USA
33064,18-24 years old,Primary School,China
33065,Under 18 years old,Primary School,Greece
33067,18-24 years old,Bachelor’s Degree,India
33068,25-34 years old,Bachelor’s Degree,Ukraine
33069,35-44 years old,Bachelor’s Degree,USA
33070,35-44 years old,Bachelor’s Degree,Germany
33071,18-24 years old,Bachelor’s Degree,USA
33072,18-24 years old,Secondary School,Poland
33073,35-44 years old,Associate Degree,Israel
33074,18-24 years old,Secondary School,Jordan
33075,45-54 years old,Master’s Degree,France
33076,25-34 years old,Uncompleted Studies,Canada
33077,35-44 years old,Master’s Degree,Czech Republic
33078,35-44 years old,Master’s Degree,United Kingdom
33079,25-34 years old,Bachelor’s Degree,USA
33080,18-24 years old,Secondary School,Turkey
33081,25-34 years old,Bachelor’s Degree,India
33082,25-34 years old,Bachelor’s Degree,United Kingdom
33083,25-34 years old,Uncompleted Studies,Canada
33084,Under 18 years old,Primary School,Canada
33085,55-64 years old,Professional Degree,Germany
33086,25-34 years old,Secondary School,Germany
33087,35-44 years old,Master’s Degree,Montenegro
33088,25-34 years old,Master’s Degree,Ukraine
33089,Under 18 years old,Secondary School,Switzerland
33090,35-44 years old,Bachelor’s Degree,USA
33091,35-44 years old,Other,Ireland
33092,25-34 years old,Bachelor’s Degree,Egypt
33093,35-44 years old,Uncompleted Studies,Hungary
33094,35-44 years old,Uncompleted Studies,USA
33095,55-64 years old,Master’s Degree,USA
33096,Under 18 years old,Secondary School,United Kingdom
33097,18-24 years old,Primary School,India
33098,45-54 years old,Uncompleted Studies,USA
33099,35-44 years old,Professional Degree,Spain
33100,18-24 years old,Bachelor’s Degree,Pakistan
33101,25-34 years old,Professional Degree,Italy
33102,Under 18 years old,Secondary School,Afghanistan
33103,18-24 years old,Bachelor’s Degree,USA
33104,35-44 years old,Uncompleted Studies,Austria
33105,18-24 years old,Other,United Kingdom
33106,18-24 years old,Bachelor’s Degree,Czech Republic
33107,18-24 years old,Bachelor’s Degree,Portugal
33108,25-34 years old,Master’s Degree,Czech Republic
33109,18-24 years old,Bachelor’s Degree,USA
33110,35-44 years old,Bachelor’s Degree,USA
33111,25-34 years old,Master’s Degree,Bulgaria
33112,25-34 years old,Uncompleted Studies,Russian Federation
33114,25-34 years old,Uncompleted Studies,South Africa
33115,35-44 years old,Master’s Degree,Canada
33116,45-54 years old,Master’s Degree,India
33117,25-34 years old,Bachelor’s Degree,USA
33118,25-34 years old,Master’s Degree,Italy
33119,45-54 years old,Master’s Degree,France
33120,18-24 years old,Master’s Degree,France
33121,25-34 years old,Bachelor’s Degree,United Kingdom
33122,25-34 years old,Master’s Degree,France
33123,25-34 years old,Bachelor’s Degree,USA
33124,35-44 years old,Bachelor’s Degree,USA
33125,45-54 years old,Uncompleted Studies,USA
33126,55-64 years old,Bachelor’s Degree,USA
33127,25-34 years old,Bachelor’s Degree,USA
33128,25-34 years old,Bachelor’s Degree,Philippines
33131,25-34 years old,Bachelor’s Degree,USA
33132,25-34 years old,Bachelor’s Degree,Germany
33133,18-24 years old,Bachelor’s Degree,Ukraine
33134,35-44 years old,Master’s Degree,Ukraine
33135,25-34 years old,Uncompleted Studies,Cuba
33136,25-34 years old,Master’s Degree,USA
33137,35-44 years old,Associate Degree,Spain
33138,25-34 years old,Master’s Degree,Austria
33139,25-34 years old,Bachelor’s Degree,Romania
33140,18-24 years old,Bachelor’s Degree,Canada
33141,35-44 years old,Uncompleted Studies,Poland
33142,18-24 years old,Uncompleted Studies,Ethiopia
33143,35-44 years old,Bachelor’s Degree,Iraq
33144,18-24 years old,Secondary School,Uzbekistan
33145,35-44 years old,Professional Degree,Poland
33146,Under 18 years old,Secondary School,Germany
33147,18-24 years old,Bachelor’s Degree,USA
33148,18-24 years old,Bachelor’s Degree,France
33149,25-34 years old,Associate Degree,Germany
33150,18-24 years old,Bachelor’s Degree,Greece
33151,35-44 years old,Bachelor’s Degree,Ireland
33152,35-44 years old,Master’s Degree,USA
33153,25-34 years old,Bachelor’s Degree,USA
33154,25-34 years old,Master’s Degree,Spain
33155,25-34 years old,Professional Degree,United Kingdom
33156,55-64 years old,Bachelor’s Degree,Iceland
33157,35-44 years old,Uncompleted Studies,Germany
33159,25-34 years old,Master’s Degree,USA
33160,18-24 years old,Bachelor’s Degree,Cyprus
33161,35-44 years old,Master’s Degree,Germany
33162,25-34 years old,Master’s Degree,Germany
33163,55-64 years old,Bachelor’s Degree,USA
33164,35-44 years old,Master’s Degree,Poland
33165,18-24 years old,Secondary School,Slovakia
33166,45-54 years old,Uncompleted Studies,Costa Rica
33167,25-34 years old,Secondary School,Thailand
33168,Under 18 years old,Secondary School,Czech Republic
33169,18-24 years old,Secondary School,Indonesia
33170,45-54 years old,Bachelor’s Degree,USA
33171,18-24 years old,Uncompleted Studies,USA
33172,35-44 years old,Uncompleted Studies,USA
33173,25-34 years old,Bachelor’s Degree,Finland
33174,18-24 years old,Associate Degree,Portugal
33175,55-64 years old,Uncompleted Studies,Canada
33176,25-34 years old,Bachelor’s Degree,Chile
33177,18-24 years old,Master’s Degree,France
33179,25-34 years old,Professional Degree,Germany
33180,25-34 years old,Master’s Degree,Switzerland
33181,25-34 years old,Bachelor’s Degree,Germany
33182,25-34 years old,Secondary School,Italy
33183,18-24 years old,Bachelor’s Degree,Belgium
33184,55-64 years old,Bachelor’s Degree,Canada
33185,18-24 years old,Secondary School,Italy
33186,18-24 years old,Bachelor’s Degree,India
33187,35-44 years old,Professional Degree,United Kingdom
33188,25-34 years old,Primary School,Ukraine
33189,18-24 years old,Other,Switzerland
33190,35-44 years old,Bachelor’s Degree,United Kingdom
33191,35-44 years old,Master’s Degree,Poland
33192,18-24 years old,Bachelor’s Degree,USA
33193,18-24 years old,Bachelor’s Degree,Tunisia
33194,18-24 years old,Uncompleted Studies,Kyrgyzstan
33195,55-64 years old,Professional Degree,Sweden
33196,18-24 years old,Associate Degree,Portugal
33197,25-34 years old,Uncompleted Studies,Ukraine
33198,25-34 years old,Professional Degree,Indonesia
33199,25-34 years old,Associate Degree,Denmark
33200,45-54 years old,Uncompleted Studies,Italy
33201,18-24 years old,Bachelor’s Degree,Ireland
33202,25-34 years old,Master’s Degree,Ukraine
33203,25-34 years old,Uncompleted Studies,Bangladesh
33204,35-44 years old,Master’s Degree,France
33205,25-34 years old,Bachelor’s Degree,Japan
33206,Prefer not to say,Other,Nomadic
33207,35-44 years old,Master’s Degree,United Kingdom
33209,35-44 years old,Master’s Degree,Serbia
33210,25-34 years old,Bachelor’s Degree,Poland
33211,18-24 years old,Bachelor’s Degree,Slovakia
33212,18-24 years old,Uncompleted Studies,France
33213,35-44 years old,Other,Germany
33214,18-24 years old,Bachelor’s Degree,USA
33215,35-44 years old,Master’s Degree,USA
33216,25-34 years old,Bachelor’s Degree,Romania
33217,25-34 years old,Master’s Degree,Ukraine
33218,25-34 years old,Bachelor’s Degree,Canada
33219,25-34 years old,Master’s Degree,Canada
33220,18-24 years old,Master’s Degree,Serbia
33221,35-44 years old,Professional Degree,USA
33222,35-44 years old,Professional Degree,Switzerland
33223,35-44 years old,Uncompleted Studies,USA
33224,25-34 years old,Bachelor’s Degree,Brazil
33225,25-34 years old,Bachelor’s Degree,United Kingdom
33227,45-54 years old,Associate Degree,Canada
33228,18-24 years old,Uncompleted Studies,India
33229,25-34 years old,Bachelor’s Degree,USA
33230,55-64 years old,Uncompleted Studies,Chile
33231,45-54 years old,Professional Degree,India
33232,35-44 years old,Bachelor’s Degree,USA
33233,35-44 years old,Master’s Degree,Ukraine
33234,25-34 years old,Bachelor’s Degree,USA
33235,45-54 years old,Master’s Degree,USA
33236,45-54 years old,Bachelor’s Degree,United Kingdom
33237,Under 18 years old,Secondary School,USA
33238,25-34 years old,Bachelor’s Degree,USA
33239,18-24 years old,Bachelor’s Degree,Ukraine
33240,25-34 years old,Bachelor’s Degree,Brazil
33241,35-44 years old,Professional Degree,Brazil
33242,18-24 years old,Bachelor’s Degree,Cameroon
33243,18-24 years old,Uncompleted Studies,Brazil
33244,18-24 years old,Secondary School,Egypt
33245,18-24 years old,Bachelor’s Degree,Poland
33246,25-34 years old,Bachelor’s Degree,Canada
33247,25-34 years old,Master’s Degree,Ukraine
33248,25-34 years old,Bachelor’s Degree,USA
33249,35-44 years old,Master’s Degree,Russian Federation
33250,25-34 years old,Master’s Degree,China
33251,25-34 years old,Bachelor’s Degree,Canada
33252,25-34 years old,Bachelor’s Degree,USA
33253,45-54 years old,Uncompleted Studies,USA
33254,25-34 years old,Master’s Degree,USA
33255,35-44 years old,Bachelor’s Degree,Spain
33256,18-24 years old,Bachelor’s Degree,Spain
33257,65 years or older,Bachelor’s Degree,USA
33258,25-34 years old,Professional Degree,France
33259,35-44 years old,Bachelor’s Degree,USA
33260,18-24 years old,Uncompleted Studies,Sri Lanka
33261,25-34 years old,Associate Degree,Brazil
33262,35-44 years old,Associate Degree,Germany
33263,18-24 years old,Secondary School,Canada
33264,35-44 years old,Uncompleted Studies,United Kingdom
33265,Under 18 years old,Bachelor’s Degree,USA
33266,18-24 years old,Master’s Degree,Ukraine
33267,18-24 years old,Bachelor’s Degree,USA
33268,55-64 years old,Uncompleted Studies,USA
33269,25-34 years old,Associate Degree,Canada
33270,25-34 years old,Uncompleted Studies,United Kingdom
33271,25-34 years old,Professional Degree,Slovakia
33272,35-44 years old,Bachelor’s Degree,USA
33273,35-44 years old,Master’s Degree,United Kingdom
33274,45-54 years old,Master’s Degree,Denmark
33275,45-54 years old,Master’s Degree,Ukraine
33276,45-54 years old,Bachelor’s Degree,Canada
33277,45-54 years old,Bachelor’s Degree,France
33278,45-54 years old,Uncompleted Studies,USA
33279,25-34 years old,Bachelor’s Degree,Germany
33280,35-44 years old,Master’s Degree,Brazil
33281,25-34 years old,Uncompleted Studies,Kenya
33282,18-24 years old,Secondary School,Poland
33283,18-24 years old,Secondary School,Czech Republic
33284,25-34 years old,Master’s Degree,Germany
33285,18-24 years old,Master’s Degree,Ukraine
33286,45-54 years old,Secondary School,USA
33287,25-34 years old,Bachelor’s Degree,India
33288,18-24 years old,Secondary School,India
33289,45-54 years old,Uncompleted Studies,Poland
33290,18-24 years old,Secondary School,South Africa
33291,25-34 years old,Bachelor’s Degree,Canada
33292,25-34 years old,Uncompleted Studies,Austria
33293,35-44 years old,Master’s Degree,Italy
33294,45-54 years old,Master’s Degree,USA
33295,25-34 years old,Secondary School,Germany
33296,25-34 years old,Bachelor’s Degree,India
33297,25-34 years old,Master’s Degree,India
33298,Under 18 years old,Primary School,Egypt
33299,25-34 years old,Master’s Degree,Slovakia
33300,35-44 years old,Master’s Degree,USA
33301,18-24 years old,Uncompleted Studies,USA
33302,18-24 years old,Uncompleted Studies,India
33304,18-24 years old,Associate Degree,Ukraine
33305,25-34 years old,Bachelor’s Degree,Mexico
33306,Prefer not to say,Other,Bulgaria
33307,25-34 years old,Bachelor’s Degree,Nigeria
33308,25-34 years old,Bachelor’s Degree,USA
33309,35-44 years old,Uncompleted Studies,Argentina
33310,18-24 years old,Bachelor’s Degree,Viet Nam
33311,25-34 years old,Master’s Degree,Netherlands
33312,18-24 years old,Uncompleted Studies,Singapore
33313,25-34 years old,Uncompleted Studies,Denmark
33314,45-54 years old,Master’s Degree,Switzerland
33315,35-44 years old,Master’s Degree,Ukraine
33316,35-44 years old,Professional Degree,USA
33317,25-34 years old,Professional Degree,Spain
33318,55-64 years old,Master’s Degree,Switzerland
33319,35-44 years old,Master’s Degree,Ukraine
33320,18-24 years old,Uncompleted Studies,Poland
33321,45-54 years old,Professional Degree,USA
33322,35-44 years old,Uncompleted Studies,Egypt
33323,35-44 years old,Master’s Degree,USA
33324,65 years or older,Master’s Degree,Germany
33325,45-54 years old,Bachelor’s Degree,USA
33326,55-64 years old,Master’s Degree,USA
33327,25-34 years old,Bachelor’s Degree,Costa Rica
33328,18-24 years old,Bachelor’s Degree,USA
33329,35-44 years old,Bachelor’s Degree,USA
33330,25-34 years old,Bachelor’s Degree,USA
33331,18-24 years old,Secondary School,Poland
33332,25-34 years old,Bachelor’s Degree,United Kingdom
33333,25-34 years old,Bachelor’s Degree,USA
33334,25-34 years old,Master’s Degree,Portugal
33335,18-24 years old,Bachelor’s Degree,Georgia
33336,25-34 years old,Master’s Degree,Canada
33337,35-44 years old,Master’s Degree,Bangladesh
33338,35-44 years old,Uncompleted Studies,Turkey
33339,35-44 years old,Bachelor’s Degree,Germany
33340,45-54 years old,Master’s Degree,USA
33341,18-24 years old,Bachelor’s Degree,USA
33342,35-44 years old,Master’s Degree,Greece
33343,45-54 years old,Bachelor’s Degree,Sweden
33344,18-24 years old,Secondary School,Poland
33345,25-34 years old,Bachelor’s Degree,USA
33346,25-34 years old,Master’s Degree,Croatia
33347,25-34 years old,Bachelor’s Degree,India
33348,18-24 years old,Associate Degree,Slovakia
33349,18-24 years old,Professional Degree,Mexico
33350,35-44 years old,Professional Degree,Netherlands
33351,25-34 years old,Bachelor’s Degree,Portugal
33352,25-34 years old,Master’s Degree,Spain
33353,18-24 years old,Bachelor’s Degree,Czech Republic
33354,18-24 years old,Secondary School,Canada
33355,25-34 years old,Bachelor’s Degree,USA
33356,35-44 years old,Professional Degree,Canada
33357,25-34 years old,Bachelor’s Degree,Brazil
33358,35-44 years old,Other,Netherlands
33359,25-34 years old,Master’s Degree,France
33360,25-34 years old,Professional Degree,Austria
33361,25-34 years old,Bachelor’s Degree,Norway
33362,35-44 years old,Master’s Degree,Brazil
33363,18-24 years old,Uncompleted Studies,Ireland
33364,18-24 years old,Uncompleted Studies,United Republic of Tanzania
33365,35-44 years old,Bachelor’s Degree,USA
33366,35-44 years old,Master’s Degree,Netherlands
33367,25-34 years old,Master’s Degree,Germany
33368,35-44 years old,Master’s Degree,Germany
33369,35-44 years old,Bachelor’s Degree,USA
33370,18-24 years old,Uncompleted Studies,France
33371,35-44 years old,Master’s Degree,Russian Federation
33372,18-24 years old,Uncompleted Studies,USA
33373,35-44 years old,Bachelor’s Degree,Saudi Arabia
33374,18-24 years old,Uncompleted Studies,Ukraine
33375,Prefer not to say,Other,Germany
33376,35-44 years old,Associate Degree,Canada
33377,25-34 years old,Bachelor’s Degree,Canada
33378,25-34 years old,Bachelor’s Degree,USA
33379,35-44 years old,Bachelor’s Degree,Canada
33380,55-64 years old,Secondary School,Germany
33381,35-44 years old,Master’s Degree,USA
33382,45-54 years old,Uncompleted Studies,United Kingdom
33383,25-34 years old,Bachelor’s Degree,Brazil
33384,18-24 years old,Uncompleted Studies,Colombia
33385,18-24 years old,Bachelor’s Degree,USA
33386,35-44 years old,Bachelor’s Degree,USA
33387,45-54 years old,Uncompleted Studies,Russian Federation
33388,18-24 years old,Secondary School,Brazil
33389,18-24 years old,Secondary School,USA
33390,18-24 years old,Secondary School,Singapore
33391,Under 18 years old,Secondary School,USA
33392,45-54 years old,Master’s Degree,Uruguay
33393,18-24 years old,Bachelor’s Degree,Italy
33394,18-24 years old,Master’s Degree,Ukraine
33395,25-34 years old,Bachelor’s Degree,United Kingdom
33396,18-24 years old,Bachelor’s Degree,USA
33397,25-34 years old,Uncompleted Studies,USA
33398,25-34 years old,Master’s Degree,France
33399,25-34 years old,Bachelor’s Degree,Germany
33400,35-44 years old,Master’s Degree,France
33401,Under 18 years old,Secondary School,Nigeria
33402,18-24 years old,Bachelor’s Degree,Austria
33403,35-44 years old,Master’s Degree,Germany
33405,25-34 years old,Master’s Degree,Ukraine
33406,Under 18 years old,Secondary School,Belgium
33407,25-34 years old,Bachelor’s Degree,USA
33408,45-54 years old,Bachelor’s Degree,USA
33409,25-34 years old,Bachelor’s Degree,USA
33410,25-34 years old,Master’s Degree,Ukraine
33411,25-34 years old,Professional Degree,USA
33412,25-34 years old,Professional Degree,USA
33413,25-34 years old,Secondary School,India
33414,18-24 years old,Bachelor’s Degree,Ukraine
33415,25-34 years old,Associate Degree,USA
33416,18-24 years old,Bachelor’s Degree,Ukraine
33417,35-44 years old,Bachelor’s Degree,Germany
33418,18-24 years old,Bachelor’s Degree,India
33419,35-44 years old,Bachelor’s Degree,USA
33420,35-44 years old,Master’s Degree,Ukraine
33421,35-44 years old,Master’s Degree,USA
33422,18-24 years old,Bachelor’s Degree,Ethiopia
33423,25-34 years old,Master’s Degree,Switzerland
33424,25-34 years old,Bachelor’s Degree,India
33425,18-24 years old,Secondary School,USA
33426,35-44 years old,Master’s Degree,Ukraine
33427,18-24 years old,Secondary School,New Zealand
33428,25-34 years old,Master’s Degree,USA
33429,18-24 years old,Bachelor’s Degree,USA
33430,Under 18 years old,Primary School,Hungary
